Time,Object1Height,Object2Height,Object3Height
2.673137,1.796732,0.01893955,0.1835797
2.675864,1.797216,0.01951619,0.1835797
2.678514,1.797741,0.02014438,0.1835797
2.681202,1.798264,0.02077478,0.1835797
2.684021,1.798808,0.02143508,0.1835797
2.686737,1.799394,0.02215032,0.1835797
2.689334,1.799973,0.0228627,0.1835797
2.69198,1.80054,0.02356581,0.1835797
2.694641,1.801133,0.02430457,0.1835797
2.697579,1.801743,0.02507117,0.1835797
2.700332,1.802434,0.02594604,0.1835797
2.703194,1.803099,0.02679372,0.1835797
2.705817,1.803807,0.02770475,0.1835797
2.708455,1.804472,0.02856678,0.1835797
2.711157,1.805156,0.02946062,0.1835797
2.713854,1.805873,0.03040534,0.1835797
2.716433,1.806606,0.03137835,0.1835797
2.719062,1.807322,0.03233755,0.1835797
2.721618,1.808068,0.0333455,0.1835797
2.72435,1.808808,0.0343552,0.1835797
2.727033,1.809617,0.0354676,0.1835797
2.729633,1.810429,0.03659469,0.1835797
2.732325,1.811233,0.03772008,0.1835797
2.735071,1.812082,0.03892128,0.1835797
2.737759,1.812966,0.04018482,0.1835797
2.74043,1.81385,0.04146048,0.1835797
2.743234,1.814746,0.04276661,0.1835797
2.746012,1.815706,0.04418068,0.1835797
2.748728,1.816675,0.04562613,0.1835797
2.751457,1.817642,0.04708309,0.1835797
2.754139,1.818632,0.04859138,0.1835797
2.756949,1.819623,0.05011939,0.1835797
2.759766,1.820681,0.05176844,0.1835797
2.762441,1.821761,0.05347377,0.1835797
2.765268,1.822804,0.05514149,0.1835797
2.76801,1.823926,0.05695791,0.1835797
2.77075,1.825033,0.05877206,0.1835797
2.773524,1.826158,0.06063928,0.1835797
2.776219,1.827314,0.06258574,0.1835797
2.778849,1.828455,0.0645318,0.1835797
2.781486,1.829586,0.06648409,0.1835797
2.784289,1.830735,0.06849644,0.1835797
2.791307,1.831974,0.0706953,0.1835797
2.794308,1.835152,0.07648467,0.1835797
2.796934,1.836543,0.07908668,0.1835797
2.7996,1.837776,0.08142868,0.1835797
2.802294,1.839042,0.08386806,0.1835797
2.805031,1.840335,0.08639761,0.1835797
2.807633,1.841662,0.08903586,0.1835797
2.81032,1.842937,0.09160783,0.1835797
2.812963,1.844266,0.09433009,0.1835797
2.815662,1.845585,0.09707449,0.1835797
2.818319,1.846944,0.09994619,0.1835797
2.820923,1.848292,0.1028425,0.1835797
2.823646,1.849624,0.1057481,0.1835797
2.826352,1.851026,0.1088569,0.1835797
2.828933,1.852429,0.1120207,0.1835797
2.83157,1.853776,0.1151063,0.1835797
2.834153,1.855159,0.1183272,0.1835797
2.836823,1.85652,0.1215503,0.1835797
2.839318,1.857934,0.1249526,0.1835797
2.841822,1.859261,0.1281975,0.1835797
2.844605,1.860597,0.1315169,0.1835797
2.847428,1.862087,0.1352808,0.1835797
2.850025,1.863603,0.1391781,0.1835797
2.852703,1.865,0.1428322,0.1835797
2.855349,1.866444,0.1466714,0.1835797
2.857918,1.867871,0.1505324,0.1835797
2.860753,1.869258,0.1543455,0.1835797
2.863644,1.870789,0.1586277,0.1835797
2.866354,1.87235,0.1630704,0.1835797
2.869159,1.87381,0.1673023,0.1835797
2.872188,1.875321,0.1717534,0.1835797
2.87483,1.876948,0.1766348,0.1835797
2.877594,1.878363,0.1809531,0.1835797
2.880204,1.87984,0.1855321,0.1835797
2.882957,1.881229,0.189908,0.1835797
2.885667,1.882688,0.1945766,0.1835797
2.888357,1.884117,0.1992217,0.1835797
2.890921,1.885529,0.2038806,0.1835797
2.893615,1.886866,0.208358,0.1835797
2.896266,1.888264,0.2131029,0.1835797
2.904351,1.88963,0.2178043,0.1835797
2.907545,1.893734,0.2323156,0.1835797
2.910298,1.895327,0.2380977,0.1835797
2.912994,1.896687,0.2430956,0.1835797
2.915692,1.898005,0.2479975,0.1835797
2.918357,1.899311,0.2529034,0.1835797
2.920958,1.900588,0.2577471,0.1835797
2.923662,1.90182,0.2624634,0.1835797
2.926381,1.903087,0.2673545,0.1835797
2.929029,1.904345,0.2722492,0.1835797
2.931658,1.905556,0.2769915,0.1835797
2.934417,1.906742,0.2816671,0.1835797
2.937022,1.907971,0.2865366,0.1835797
2.939724,1.909116,0.2910911,0.1835797
2.942562,1.910287,0.2957671,0.1835797
2.949396,1.911498,0.3006162,0.1835797
2.952338,1.914337,0.3120022,0.1835797
2.954951,1.915524,0.3167568,0.1835797
2.957634,1.916561,0.3208998,0.1835797
2.960553,1.917608,0.3250679,0.1835797
2.963327,1.918726,0.3294977,0.1835797
2.965963,1.91977,0.3336034,0.1835797
2.968742,1.920744,0.3374043,0.1835797
2.971586,1.921753,0.3413025,0.1835797
2.974223,1.922765,0.3451704,0.1835797
2.976959,1.923685,0.3486429,0.1835797
2.979752,1.924621,0.3521282,0.1835797
2.982564,1.925558,0.3555599,0.1835797
2.985471,1.926482,0.3588805,0.1835797
2.98833,1.927416,0.3621716,0.1835797
2.991028,1.928315,0.3652642,0.1835797
2.993805,1.929145,0.3680506,0.1835797
2.996535,1.929981,0.3707826,0.1835797
2.999261,1.930785,0.3733353,0.1835797
3.002044,1.93157,0.3757506,0.1835797
3.004956,1.932353,0.37808,0.1835797
3.00763,1.933153,0.3803692,0.1835797
3.010383,1.933872,0.3823404,0.1835797
3.013134,1.934594,0.3842382,0.1835797
3.015869,1.935298,0.3860037,0.1835797
3.018691,1.935982,0.3876322,0.1835797
3.021339,1.936671,0.3891809,0.1835797
3.024958,1.937301,0.3905157,0.1835797
3.027942,1.938139,0.392159,0.1835797
3.030524,1.938809,0.3933614,0.1835797
3.033202,1.939374,0.3942942,0.1835797
3.035857,1.939947,0.3951593,0.1835797
3.038573,1.9405,0.3959177,0.1835797
3.041136,1.941051,0.3965947,0.1835797
3.043955,1.941559,0.3971455,0.1835797
3.046716,1.942104,0.3976565,0.1835797
3.049444,1.942622,0.3980648,0.1835797
3.052234,1.943122,0.3983831,0.1835797
3.054949,1.943619,0.3986252,0.1835797
3.057528,1.944089,0.398784,0.1835797
3.060157,1.944525,0.3988687,0.1835797
3.062848,1.944957,0.3988921,0.1835797
3.065559,1.945388,0.3988541,0.1835797
3.068249,1.945811,0.3987565,0.1835797
3.070841,1.946219,0.3986044,0.1835797
3.073429,1.946601,0.3984096,0.1835797
3.075974,1.946974,0.3981708,0.1835797
3.078622,1.94733,0.397896,0.1835797
3.081258,1.947691,0.3975712,0.1835797
3.084024,1.94804,0.3972116,0.1835797
3.086652,1.948397,0.3967987,0.1835797
3.089232,1.948726,0.3963756,0.1835797
3.091738,1.949041,0.3959339,0.1835797
3.094357,1.949338,0.3954822,0.1835797
3.096925,1.949641,0.3949887,0.1835797
3.099544,1.949929,0.394486,0.1835797
3.102194,1.950215,0.3939561,0.1835797
3.104934,1.950497,0.3934048,0.1835797
3.107533,1.95078,0.3928207,0.1835797
3.113986,1.95104,0.3922555,0.1835797
3.116799,1.951656,0.3908174,0.1835797
3.119567,1.951912,0.3901796,0.1835797
3.122226,1.952155,0.389548,0.1835797
3.124987,1.952382,0.3889391,0.1835797
3.127662,1.952611,0.3883062,0.1835797
3.130329,1.952826,0.3876935,0.1835797
3.132914,1.953035,0.3870841,0.1835797
3.135589,1.953231,0.3864962,0.1835797
3.138236,1.953428,0.3858911,0.1835797
3.140937,1.953617,0.3852971,0.1835797
3.143718,1.953805,0.3846962,0.1835797
3.146558,1.953992,0.3840837,0.1835797
3.149268,1.954177,0.383466,0.1835797
3.152043,1.954348,0.3828841,0.1835797
3.160397,1.954518,0.3822967,0.1835797
3.16365,1.954999,0.3805835,0.1835797
3.166456,1.955174,0.3799406,0.1835797
3.169197,1.95532,0.3793975,0.1835797
3.171726,1.955459,0.3788775,0.1835797
3.174326,1.955582,0.378407,0.1835797
3.176912,1.955706,0.3779327,0.1835797
3.179334,1.955825,0.3774706,0.1835797
3.181941,1.955934,0.3770463,0.1835797
3.184924,1.956047,0.3765994,0.1835797
3.187524,1.956173,0.3760996,0.1835797
3.190144,1.956279,0.3756747,0.1835797
3.192854,1.956383,0.3752561,0.1835797
3.195632,1.956487,0.3748336,0.1835797
3.198431,1.95659,0.3744112,0.1835797
3.201149,1.956691,0.3739965,0.1835797
3.203816,1.956786,0.3736043,0.1835797
3.206424,1.956876,0.3732293,0.1835797
3.209204,1.956961,0.372872,0.1835797
3.211824,1.95705,0.372501,0.1835797
3.214466,1.95713,0.3721607,0.1835797
3.217134,1.957209,0.3718266,0.1835797
3.219813,1.957287,0.3714983,0.1835797
3.222442,1.957362,0.3711775,0.1835797
3.225019,1.957433,0.3708713,0.1835797
3.227672,1.957501,0.3705793,0.1835797
3.23021,1.957569,0.3702868,0.1835797
3.232823,1.957632,0.3700147,0.1835797
3.23544,1.957695,0.3697421,0.1835797
3.238052,1.957756,0.3694768,0.1835797
3.240615,1.957815,0.3692195,0.1835797
3.243359,1.957872,0.3689739,0.1835797
3.245913,1.95793,0.3687186,0.1835797
3.248601,1.957983,0.3684878,0.1835797
3.251212,1.958037,0.368252,0.1835797
3.253965,1.958087,0.3680297,0.1835797
3.256513,1.958139,0.3678021,0.1835797
3.26154,1.958186,0.3675977,0.1835797
3.264751,1.958273,0.3672114,0.1835797
3.267883,1.958327,0.366976,0.1835797
3.271097,1.958377,0.3667547,0.1835797
3.274024,1.958426,0.3665357,0.1835797
3.281003,1.95847,0.3663432,0.1835797
3.28427,1.958567,0.3659099,0.1835797
3.287117,1.95861,0.365719,0.1835797
3.29004,1.958647,0.3655584,0.1835797
3.293559,1.958683,0.365399,0.1835797
3.296958,1.958724,0.3652143,0.1835797
3.299827,1.958763,0.3650431,0.1835797
3.302827,1.958794,0.3649038,0.1835797
3.305753,1.958826,0.3647632,0.1835797
3.308446,1.958856,0.3646308,0.1835797
3.311585,1.958882,0.364513,0.1835797
3.314516,1.958912,0.3643804,0.1835797
3.317371,1.958939,0.3642611,0.1835797
3.320131,1.958964,0.3641487,0.1835797
3.322946,1.958988,0.3640437,0.1835797
3.325983,1.959011,0.3639402,0.1835797
3.328992,1.959036,0.3638324,0.1835797
3.332149,1.959059,0.3637294,0.1835797
3.335052,1.959082,0.3636253,0.1835797
3.337838,1.959103,0.363533,0.1835797
3.34054,1.959123,0.3634475,0.1835797
3.343415,1.959141,0.3633672,0.1835797
3.346068,1.959159,0.3632846,0.1835797
3.348729,1.959176,0.363211,0.1835797
3.351625,1.959193,0.3631395,0.1835797
3.354305,1.95921,0.3630642,0.1835797
3.356923,1.959225,0.362997,0.1835797
3.359569,1.959239,0.3629333,0.1835797
3.362257,1.959254,0.3628711,0.1835797
3.365292,1.959267,0.3628098,0.1835797
3.367994,1.959283,0.3627431,0.1835797
3.370661,1.959296,0.3626857,0.1835797
3.373267,1.959308,0.3626309,0.1835797
3.375894,1.95932,0.362579,0.1835797
3.378541,1.959332,0.3625285,0.1835797
3.381197,1.959343,0.3624791,0.1835797
3.384027,1.959354,0.3624312,0.1835797
3.386728,1.959365,0.3623818,0.1835797
3.389332,1.959376,0.362375,0.1835797
3.39183,1.959386,0.362375,0.1835797
3.394457,1.959395,0.362375,0.1835797
3.397051,1.959395,0.362375,0.1835797
3.399626,1.959395,0.362375,0.1835797
3.402245,1.959395,0.362375,0.1835797
3.404981,1.959395,0.362375,0.1835797
3.407526,1.959395,0.362375,0.1835797
3.410175,1.959395,0.362375,0.1835797
3.418196,1.959395,0.362375,0.1835797
3.421278,1.959395,0.362375,0.1835797
3.42402,1.959395,0.362375,0.1835797
3.426745,1.959395,0.362375,0.1835797
3.429338,1.959395,0.362375,0.1835797
3.432004,1.959395,0.362375,0.1835797
3.434631,1.959395,0.362375,0.1835797
3.437139,1.959395,0.362375,0.1835797
3.439733,1.959395,0.362375,0.1835797
3.442652,1.959395,0.362375,0.1835797
3.445325,1.959395,0.362375,0.1835797
3.447972,1.959395,0.362375,0.1835797
3.450626,1.959395,0.362375,0.1835797
3.453225,1.959395,0.362375,0.1835797
3.455722,1.959395,0.362375,0.1835797
3.458245,1.959395,0.362375,0.1835797
3.46092,1.959395,0.362375,0.1835797
3.463634,1.959395,0.362375,0.1835797
3.466307,1.959395,0.362375,0.1835797
3.472934,1.959395,0.362375,0.1835797
3.475823,1.966444,0.362375,0.1903045
3.478516,1.966683,0.362375,0.1905499
3.481179,1.966913,0.362375,0.1907867
3.484088,1.967146,0.362375,0.1910287
3.486742,1.967409,0.362375,0.1913021
3.489346,1.967657,0.362375,0.1915603
3.491829,1.967907,0.362375,0.191822
3.494467,1.968152,0.362375,0.1920794
3.497139,1.968419,0.362375,0.1923616
3.499759,1.968698,0.362375,0.1926569
3.502436,1.968979,0.362375,0.192956
3.505187,1.969275,0.362375,0.1932715
3.507725,1.969588,0.362375,0.1936068
3.510329,1.969885,0.362375,0.1939264
3.512933,1.970198,0.362375,0.1942647
3.515593,1.970519,0.362375,0.1946139
3.518218,1.970857,0.362375,0.1949822
3.520833,1.9712,0.362375,0.1953577
3.52353,1.971551,0.362375,0.1957437
3.526267,1.971923,0.362375,0.196155
3.528821,1.972311,0.362375,0.1965864
3.53149,1.972683,0.362375,0.1970019
3.534152,1.973083,0.362375,0.1974503
3.536851,1.973493,0.362375,0.1979121
3.539424,1.973919,0.362375,0.1983958
3.541937,1.974337,0.362375,0.1988717
3.544686,1.974755,0.362375,0.1993511
3.547438,1.975225,0.362375,0.1998926
3.550019,1.975708,0.362375,0.2004527
3.552623,1.976174,0.362375,0.2009951
3.555238,1.976655,0.362375,0.2015597
3.557853,1.977151,0.362375,0.2021446
3.560505,1.97766,0.362375,0.2027483
3.563233,1.978189,0.362375,0.20338
3.565811,1.978747,0.362375,0.2040509
3.568463,1.979288,0.362375,0.2047052
3.571033,1.979858,0.362375,0.2053999
3.573632,1.980424,0.362375,0.2060941
3.576336,1.98101,0.362375,0.2068179
3.578927,1.981635,0.362375,0.2075949
3.581515,1.982248,0.362375,0.2083632
3.584265,1.982875,0.362375,0.2091544
3.586939,1.983557,0.362375,0.2100218
3.589639,1.984236,0.362375,0.2108925
3.59269,1.984938,0.362375,0.2117999
3.595334,1.985751,0.362375,0.2128598
3.598024,1.986473,0.362375,0.2138097
3.600703,1.987224,0.362375,0.214806
3.603455,1.987989,0.362375,0.2158301
3.606015,1.988792,0.362375,0.2169152
3.608521,1.989555,0.362375,0.217956
3.611216,1.990318,0.362375,0.2190049
3.61384,1.991155,0.362375,0.2201668
3.616443,1.991987,0.362375,0.2213334
3.619062,1.992829,0.362375,0.2225252
3.621646,1.993693,0.362375,0.2237599
3.624332,1.994562,0.362375,0.2250149
3.627002,1.995483,0.362375,0.2263585
3.629512,1.996417,0.362375,0.2277347
3.632198,1.99731,0.362375,0.2290661
3.634838,1.998284,0.362375,0.2305325
3.637433,1.999259,0.362375,0.2320174
3.640024,2.000233,0.362375,0.2335189
3.64277,2.001223,0.362375,0.2350615
3.645329,2.002291,0.362375,0.2367445
3.647936,2.003302,0.362375,0.2383586
3.650672,2.004349,0.362375,0.2400496
3.653219,2.005465,0.362375,0.2418753
3.65573,2.006521,0.362375,0.2436237
3.664785,2.007576,0.362375,0.2453934
3.670846,2.011506,0.362375,0.2521763
3.674085,2.014239,0.362375,0.2570823
3.681547,2.015733,0.362375,0.2598295
3.684475,2.019255,0.362375,0.2665044
3.687116,2.020667,0.362375,0.2692583
3.689738,2.021955,0.362375,0.2718099
3.692576,2.023245,0.362375,0.2744062
3.69523,2.024655,0.362375,0.2772901
3.697829,2.025985,0.362375,0.2800545
3.700433,2.027299,0.362375,0.2828293
3.703233,2.028625,0.362375,0.2856736
3.705933,2.030062,0.362375,0.2888061
3.708626,2.031458,0.362375,0.2919009
3.711269,2.032858,0.362375,0.2950595
3.713838,2.034241,0.362375,0.2982301
3.716395,2.035593,0.362375,0.3013788
3.718984,2.036944,0.362375,0.304579
3.721526,2.038318,0.362375,0.3078869
3.724364,2.039673,0.362375,0.3112008
3.727013,2.04119,0.362375,0.3149761
3.729632,2.042611,0.362375,0.3185753
3.732273,2.044019,0.362375,0.3222016
3.734958,2.045441,0.362375,0.3259272
3.73754,2.046889,0.362375,0.3297855
3.74011,2.048283,0.362375,0.333562
3.742829,2.04967,0.362375,0.3373841
3.745445,2.051138,0.362375,0.3414958
3.748073,2.05255,0.362375,0.3455175
3.750737,2.053966,0.362375,0.3496202
3.753415,2.0554,0.362375,0.3538417
3.75596,2.056838,0.362375,0.358146
3.758528,2.0582,0.362375,0.3622907
3.761445,2.059572,0.362375,0.366528
3.764268,2.061124,0.362375,0.3714007
3.766943,2.062619,0.362375,0.3761765
3.770836,2.064029,0.362375,0.3807519
3.774115,2.066067,0.362375,0.3874927
3.777345,2.067771,0.362375,0.3932367
3.780373,2.069436,0.362375,0.3989505
3.783449,2.070983,0.362375,0.4043474
3.786265,2.072541,0.362375,0.409867
3.78895,2.073956,0.362375,0.4149462
3.791424,2.075291,0.362375,0.4198049
3.794048,2.076511,0.362375,0.4242948
3.796729,2.077793,0.362375,0.4290646
3.799359,2.07909,0.362375,0.4339407
3.802029,2.080349,0.362375,0.4387205
3.804733,2.081614,0.362375,0.4435674
3.807326,2.082879,0.362375,0.4484609
3.809885,2.084078,0.362375,0.4531375
3.812416,2.085248,0.362375,0.4577282
3.814978,2.086391,0.362375,0.4622441
3.817571,2.087533,0.362375,0.4667825
3.820248,2.088675,0.362375,0.4713395
3.822938,2.089836,0.362375,0.4759963
3.82544,2.090987,0.362375,0.480624
3.828074,2.092042,0.362375,0.4848751
3.830638,2.093137,0.362375,0.4892925
3.833167,2.094187,0.362375,0.4935274
3.835781,2.095206,0.362375,0.4976391
3.838206,2.096244,0.362375,0.5018146
3.840742,2.097191,0.362375,0.5056164
3.843408,2.098166,0.362375,0.5095155
3.845904,2.099174,0.362375,0.513523
3.848494,2.100102,0.362375,0.5171894
3.851137,2.101048,0.362375,0.5208984
3.857453,2.101997,0.362375,0.5245826
3.860339,2.104193,0.362375,0.5329505
3.863042,2.105163,0.362375,0.5365604
3.865618,2.106053,0.362375,0.5398137
3.868189,2.106885,0.362375,0.5427999
3.870732,2.107698,0.362375,0.5456656
3.873265,2.108488,0.362375,0.5483863
3.875857,2.109258,0.362375,0.550983
3.878408,2.11003,0.362375,0.5535216
3.881018,2.110775,0.362375,0.5559031
3.883661,2.111521,0.362375,0.5582194
3.886296,2.11226,0.362375,0.5604404
3.888934,2.11298,0.362375,0.5625309
3.895442,2.113686,0.362375,0.5645018
3.898234,2.115359,0.362375,0.5688433
3.900852,2.116049,0.362375,0.5704841
3.903407,2.116679,0.362375,0.5719043
3.905946,2.117281,0.362375,0.5731827
3.908474,2.117865,0.362375,0.5743499
3.911139,2.118434,0.362375,0.5754121
3.91375,2.119019,0.362375,0.576427
3.916466,2.119578,0.362375,0.5773196
3.91908,2.120145,0.362375,0.5781446
3.921605,2.120678,0.362375,0.5788428
3.924231,2.12118,0.362375,0.5794311
3.926794,2.12169,0.362375,0.5799562
3.92932,2.122175,0.362375,0.5803872
3.931947,2.122641,0.362375,0.5807363
3.934587,2.123114,0.362375,0.5810233
3.937036,2.123577,0.362375,0.5812375
3.939622,2.123996,0.362375,0.5813726
3.942129,2.124427,0.362375,0.5814524
3.944798,2.124835,0.362375,0.5814715
3.947492,2.125258,0.362375,0.5814322
3.950023,2.125673,0.362375,0.581334
3.952644,2.126053,0.362375,0.5811915
3.9554,2.126437,0.362375,0.5809963
3.957944,2.126829,0.362375,0.5807419
3.960547,2.127181,0.362375,0.5804661
3.963233,2.127532,0.362375,0.580146
3.965849,2.127884,0.362375,0.5797787
3.968496,2.128218,0.362375,0.579388
3.971022,2.128546,0.362375,0.5789624
3.973519,2.128851,0.362375,0.5785306
3.976059,2.129144,0.362375,0.5780813
3.978642,2.129435,0.362375,0.5776038
3.98123,2.129723,0.362375,0.5770993
3.984032,2.130003,0.362375,0.576577
3.986515,2.130298,0.362375,0.5759946
3.989141,2.130552,0.362375,0.575466
3.991619,2.130813,0.362375,0.5748962
3.994219,2.131053,0.362375,0.5743498
3.996717,2.131298,0.362375,0.5737693
3.99929,2.131526,0.362375,0.5732061
4.001865,2.131755,0.362375,0.5726216
4.004538,2.131978,0.362375,0.5720335
4.007125,2.132203,0.362375,0.5714214
4.009776,2.132414,0.362375,0.5708281
4.012318,2.132625,0.362375,0.5702209
4.014921,2.132821,0.362375,0.5696405
4.017541,2.133016,0.362375,0.5690483
4.020467,2.133206,0.362375,0.568456
4.024768,2.133413,0.362375,0.5677998
4.028008,2.133704,0.362375,0.5668468
4.031191,2.133914,0.362375,0.5661401
4.034474,2.134114,0.362375,0.5654559
4.037861,2.134312,0.362375,0.564762
4.042967,2.134509,0.362375,0.5640592
4.050701,2.134792,0.362375,0.5630269
4.054175,2.13519,0.362375,0.5615292
4.059473,2.135358,0.362375,0.5608832
4.062223,2.135602,0.362375,0.5599312
4.067775,2.135722,0.362375,0.559453
4.070543,2.135954,0.362375,0.5585205
4.076224,2.136065,0.362375,0.5580722
4.079069,2.13628,0.362375,0.5571863
4.084513,2.136383,0.362375,0.5567598
4.087306,2.13657,0.362375,0.5559751
4.092908,2.136662,0.362375,0.5555882
4.095528,2.136837,0.362375,0.5548437
4.101149,2.136915,0.362375,0.5545096
4.104022,2.137075,0.362375,0.5538224
4.109518,2.137153,0.362375,0.5534862
4.112229,2.137294,0.362375,0.5528709
4.117938,2.137361,0.362375,0.5525804
4.120618,2.137494,0.362375,0.5519955
4.126216,2.137553,0.362375,0.5517333
4.128941,2.137672,0.362375,0.5512097
4.134471,2.137727,0.362375,0.5509666
4.137142,2.137833,0.362375,0.550495
4.143063,2.137882,0.362375,0.5502775
4.145932,2.137985,0.362375,0.5498184
4.151184,2.138032,0.362375,0.5496067
4.161952,2.138115,0.362375,0.5492371
4.168257,2.138269,0.362375,0.5485458
4.171074,2.13835,0.362375,0.5481796
4.176301,2.138385,0.362375,0.5480245
4.179119,2.138446,0.362375,0.5477503
4.18451,2.138477,0.362375,0.5476092
4.192934,2.138535,0.362375,0.5473523
4.19567,2.138617,0.362375,0.5469825
4.201303,2.138642,0.362375,0.5468702
4.204149,2.138691,0.362375,0.5466502
4.209677,2.138715,0.362375,0.5465446
4.212356,2.138758,0.362375,0.5463497
4.217873,2.138778,0.362375,0.5462599
4.220548,2.138818,0.362375,0.5460837
4.226246,2.138836,0.362375,0.5460024
4.229033,2.138873,0.362375,0.5458378
4.234607,2.13889,0.362375,0.5457615
4.237227,2.138922,0.362375,0.5456162
4.242994,2.138937,0.362375,0.5455512
4.245789,2.138967,0.362375,0.5454155
4.251268,2.138981,0.362375,0.545353
4.253937,2.139008,0.362375,0.5452366
4.259705,2.13902,0.362375,0.5451828
4.262423,2.139045,0.362375,0.5450721
4.268021,2.139056,0.362375,0.5450226
4.277539,2.139078,0.362375,0.5449547
4.28053,2.139078,0.362375,0.5449547
4.283446,2.139078,0.362375,0.5449547
4.287196,2.139078,0.362375,0.5449547
4.290353,2.139078,0.362375,0.5449547
4.29318,2.139078,0.362375,0.5449547
4.295629,2.139078,0.362375,0.5449547
4.298254,2.139078,0.362375,0.5449547
4.300817,2.139078,0.362375,0.5449547
4.303415,2.139078,0.362375,0.5449547
4.305929,2.139078,0.362375,0.5449547
4.308432,2.139078,0.362375,0.5449547
4.311098,2.139078,0.362375,0.5449547
4.313725,2.139078,0.362375,0.5449547
4.316311,2.139078,0.362375,0.5449547
4.318939,2.139078,0.362375,0.5449547
4.321541,2.139078,0.362375,0.5449547
4.324134,2.139078,0.362375,0.5449547
4.326766,2.139078,0.362375,0.5449547
4.329327,2.139078,0.362375,0.5449547
4.332726,2.139078,0.362375,0.5449547
4.335649,2.139078,0.362375,0.5449547
4.338238,2.139078,0.362375,0.5449547
4.340914,2.139078,0.362375,0.5449547
4.343637,2.139078,0.362375,0.5449547
4.346234,2.139078,0.362375,0.5449547
4.348842,2.139078,0.362375,0.5449547
4.351563,2.139078,0.362375,0.5449547
4.354161,2.139078,0.362375,0.5449547
4.356622,2.139078,0.362375,0.5449547
4.359179,2.139078,0.362375,0.5449547
4.361715,2.139078,0.362375,0.5449547
4.364512,2.139078,0.362375,0.5449547
4.367386,2.139078,0.362375,0.5449547
4.370027,2.139078,0.362375,0.5449547
4.372621,2.139078,0.362375,0.5449547
4.375138,2.139078,0.362375,0.5449547
4.377704,2.139078,0.362375,0.5449547
4.380243,2.139078,0.362375,0.5449547
4.382966,2.139078,0.362375,0.5449547
4.385858,2.139078,0.362375,0.5449547
4.388524,2.139078,0.362375,0.5449547
4.391021,2.139078,0.362375,0.5449547
4.39363,2.139078,0.362375,0.5449547
4.396252,2.139078,0.362375,0.5449547
4.398843,2.139078,0.362375,0.5449547
4.401402,2.139078,0.362375,0.5449547
4.404165,2.139078,0.362375,0.5449547
4.406734,2.139078,0.362375,0.5449547
4.409311,2.139078,0.362375,0.5449547
4.411849,2.139078,0.362375,0.5449547
4.414396,2.139078,0.362375,0.5449547
4.416946,2.139078,0.362375,0.5449547
4.419513,2.139078,0.362375,0.5449547
4.422032,2.139078,0.362375,0.5449547
4.428417,2.139078,0.362375,0.5449547
4.431381,2.139078,0.362375,0.5449547
4.433958,2.139078,0.362375,0.5449547
4.436511,2.139078,0.362375,0.5449547
4.439044,2.139078,0.362375,0.5449547
4.441532,2.139078,0.362375,0.5449547
4.444262,2.139078,0.362375,0.5449547
4.446826,2.139078,0.362375,0.5449547
4.449372,2.139078,0.362375,0.5449547
4.451956,2.139078,0.362375,0.5449547
4.454562,2.139078,0.362375,0.5449547
4.457021,2.139078,0.362375,0.5449547
4.459617,2.139078,0.362375,0.5449547
4.462236,2.139078,0.362375,0.5449547
4.464911,2.139078,0.362375,0.5449547
4.471941,2.139078,0.362375,0.5449547
4.474755,2.146128,0.3691334,0.5449547
4.477413,2.14636,0.3693736,0.5449547
4.480031,2.146586,0.3696082,0.5449547
4.482714,2.146816,0.3698469,0.5449547
4.485315,2.147058,0.3700995,0.5449547
4.487844,2.147299,0.3703526,0.5449547
4.490313,2.147541,0.3706064,0.5449547
4.492947,2.147783,0.370862,0.5449547
4.495553,2.148048,0.3711433,0.5449547
4.498125,2.148319,0.3714309,0.5449547
4.500778,2.148593,0.3717237,0.5449547
4.503436,2.148884,0.3720355,0.5449547
4.506023,2.149184,0.3723582,0.5449547
4.508525,2.149484,0.3726827,0.5449547
4.511122,2.149783,0.3730063,0.5449547
4.513621,2.150101,0.3733528,0.5449547
4.516152,2.150415,0.3736968,0.5449547
4.51868,2.150742,0.374056,0.5449547
4.521279,2.151077,0.374426,0.5449547
4.523982,2.151431,0.3748184,0.5449547
4.526634,2.15181,0.3752398,0.5449547
4.529107,2.152191,0.3756671,0.5449547
4.531708,2.152557,0.3760781,0.5449547
4.53432,2.152951,0.3765239,0.5449547
4.537054,2.153358,0.3769858,0.5449547
4.539622,2.153795,0.3774851,0.5449547
4.542116,2.154217,0.3779694,0.5449547
4.544842,2.154637,0.3784544,0.5449547
4.547489,2.155108,0.3790013,0.5449547
4.550029,2.155579,0.37955,0.5449547
4.552609,2.156041,0.3800929,0.5449547
4.555151,2.156523,0.3806618,0.5449547
4.557724,2.157009,0.3812396,0.5449547
4.56062,2.157514,0.3818429,0.5449547
4.563489,2.158097,0.3825441,0.5449547
4.566124,2.158691,0.3832633,0.5449547
4.568746,2.15925,0.3839457,0.5449547
4.571274,2.159821,0.3846462,0.5449547
4.573711,2.160384,0.3853426,0.5449547
4.576399,2.160939,0.3860339,0.5449547
4.57903,2.161566,0.3868199,0.5449547
4.581601,2.162195,0.3876137,0.5449547
4.584232,2.162824,0.3884136,0.5449547
4.58686,2.163482,0.3892575,0.5449547
4.589417,2.164155,0.3901267,0.5449547
4.591918,2.164825,0.3909984,0.5449547
4.594507,2.165494,0.3918765,0.5449547
4.597146,2.166202,0.392813,0.5449547
